date,round,meal_id,item_name,quantity,measure,esha_code,gov_code,cals_kcal,prot_g,carb_g,tot_fib_g,tot_sol_fib_g,tot_insol_fib_g,sugar_g,sug_add_g,fat_g,mono_fat_g,poly_fat_g,trans_fat_g,sat_fat_g,vit_a_iu_iu,calc_mg,omega3_g,omega6_g,iron_mg,iodine_mcg,copp_mg,magn_mg,pot_mg,sel_mcg,sod_mg,zinc_mg,vit_c_mg,vit_b12_mcg,vit_b6_mg,vit_b3_ne_mg,vit_b3_mg,vit_b2_mg,vit_b1_mg,vit_d_iu_iu,gly_indx,gly_load,wgt_g,fat_cals_kcal,sat_cals_kcal,tfa_cals_kcal,carb_avail_g,starch_g,fib_16_g,sol_fib_16_g,insol_fib_16_g,non_digest_carb_g,sol_non_digest_carb_g,insol_non_digest_carb_g,mon_sac_g,galac_g,gluc_g,fruct_g,disacc_g,lact_g_70,sucr_g,malt_g,o_carb_g,net_carb_g,sala_g,chol_mg,water_g,ash_g,k_j_k_j,vit_a_rae_mcg,vit_a_re_mcg,caroten_mcg,retinol_mcg,alpha_caro_mcg,beta_caro_mcg,beta_caro_eq_mcg,biot_mcg,vit_d_mcg_mcg,vit_e_a_toco_mg,vit_e_a_te_mg,vit_e_iu_iu,vit_e_mg_mg,folate_mcg,fol_acid_mcg,fol_dfe_mcg_dfe,fol_food_mcg,crypto_mcg,vit_k_mcg,panto_mg,boron_mcg,chlor_mg,chrom_mcg,fluor_mg,mang_mg,moly_mcg,phos_mg,salt_g,x4_0_g,x6_0_g,x8_0_g,x10_0_g,x12_0_g,x14_0_g,x15_0_g,x16_0_g,x17_0_g,x18_0_g,x20_0_g,x22_0_g,x24_0_g,x14_1_g,x15_1_g,x16_1_g,x17_1_g,x18_1_g,x20_1_g,x22_1_g,x24_1_g,x18_2_g,x18_3_g,x18_4_g,x20_3_g,x20_4_g,x20_5_g,x22_5_g,x22_6_g,ala_g,arg_g,asp_g,cys_g,glu_g,gly_g,his_g,iso_g,leu_g,lys_g,met_g,phe_g,pro_g,ser_g,thr_g,trp_g,tyr_g,val_g,alc_g,caff_mg,art_sw_mg,aspar_mg,sacch_mg,sug_al_g,eryth_g,glyc_g,inos_g,lacti_g,malti_g,mann_g,sorb_g,xylit_g,org_ac_g,acet_g,citr_g,lact_g_172,malic_g,chln_mg,tau_g,lut_zea_mcg,lycopene_mcg,sulfites_ppm_ppm,sulfites_mg_mg,mp_grain_oz_eq,mp_veg_c,mp_fruit_c,mp_dairy_c,mp_prot_oz_eq,xx_alc,xx_lean_meat,xx_veg,xx_starch,xx_o_carb,xx_non_fat_milk,xx_fruit,xx_fat,file,fdc_id,lact_g_69,lact_g_171,lact_g_68,lact_g_170,comments,lact_g_71,lact_g_173,notes_on_portion_size,lact_g_72,lact_g_174,size,portion,portion_size_notes,lact_g_73,lact_g_175,day,first_day,last_day,day_of_round,weekend,time_shift
12/19/20,1,23,"rice, white, cooked",1,Cup,117370,56205008,203.82,4.22,44.22,0.63,NA,NA,0.08,0,0.44,0.14,0.12,NA,0.12,NA,15.8,0.02,0.1,1.88,NA,0.11,18.96,55.3,11.85,387.1,0.77,0,0,0.15,2.32,2.32,0.02,0.26,0,NA,NA,158,3.98,1.09,NA,43.59,NA,0.63,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43.51,43.59,NA,0,107.46,1.66,852.78,0,NA,NA,0,0,0,NA,NA,0,0.06,NA,NA,NA,91.64,86.9,152.47,4.74,0,0,NA,NA,NA,NA,NA,NA,NA,67.94,NA,0,0,0,0,0,0,NA,0.11,NA,0.01,NA,NA,NA,0,0,0,0,0.14,0,0,0,0.1,0.02,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,NA,0,0,NA,NA,1.93,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/20,12/11/20,12/24/20,9,TRUE,FALSE
12/19/20,1,23,"peas, green, cooked, from fresh",4-Jan,Cup,119550,75224021,33.6,2.25,6,2.36,NA,NA,2.36,0,0.17,0.01,0.08,NA,0.03,NA,10.4,0.01,0.06,0.61,NA,0.07,13.6,101.2,0.76,50.4,0.52,14.12,0,0.06,0.82,0.82,0.05,0.1,0,NA,NA,40,1.51,0.27,NA,3.64,NA,2.36,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.29,3.64,NA,0,31.1,0.48,140.58,14.8,NA,NA,0,8.4,177.2,NA,NA,0,0.06,NA,NA,NA,22.8,0,22.8,22.8,0,10.32,NA,NA,NA,NA,NA,NA,NA,44.8,NA,0,0,0,0,0,0,NA,0.03,NA,0,NA,NA,NA,0,0,0,0,0.01,0,0,0,0.06,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,977.6,0,NA,NA,0,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/20,12/11/20,12/24/20,9,TRUE,FALSE
12/19/20,1,23,"plantain, cooked",1,Each,162149,71900200,324,2.83,69.46,3.6,NA,NA,38.14,0,7.29,2.74,2.69,NA,0.89,NA,6.75,0.33,2.36,1.21,NA,0.16,78.75,1059.75,3.38,261,0.4,33.97,0,0.47,1.39,1.39,0.16,0.12,0,NA,NA,225,65.61,8.04,NA,65.86,NA,3.6,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27.72,65.86,NA,0,142.02,3.4,1355.62,117,NA,NA,0,906.75,945,NA,NA,0,0.76,NA,NA,NA,40.5,0,40.5,40.5,0,70.42,NA,NA,NA,NA,NA,NA,NA,69.75,NA,0,0,0,0,0,0,NA,0.64,NA,0.21,NA,NA,NA,NA,NA,0.02,NA,2.68,0.03,0,NA,2.36,0.33,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.47,NA,63,0,NA,NA,0,1.33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/20,12/11/20,12/24/20,9,TRUE,FALSE
12/19/20,1,23,"pork chop, baked",3,Ounce-weight,161355,22101100,179.45,23.55,0,0,0,0,0,0,8.93,4.31,1.34,NA,2.78,NA,6.8,0.05,1.26,0.43,NA,0.06,26.37,390.37,40.57,437.15,1.63,0,0.54,0.47,6.97,6.97,0.21,0.48,17.01,0,0,85.05,80.37,25.06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,71.44,50.29,2.28,750.83,0.85,NA,NA,0.85,0,0,NA,NA,0.43,0.17,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,234.73,NA,0,0,0,0,0,0.1,NA,1.72,NA,0.92,NA,NA,NA,NA,NA,0.17,NA,4.07,0.07,0,NA,1.19,0.05,0,NA,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,63.45,NA,0,0,NA,NA,0,0,0,0,2.93,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/20,12/11/20,12/24/20,9,TRUE,FALSE
12/21/20,1,24,"oatmeal, instant, plain, prepared with water",1,Cup,158469,56203085,211.2,5.28,30.58,4.32,NA,NA,0.67,0,8.88,2.77,2.07,NA,3.41,NA,160.8,0.13,1.94,10.87,NA,0.18,57.6,163.2,10.32,156,1.13,0,0,0.12,0.43,0.43,0.02,0.18,0,NA,NA,240,79.92,30.72,NA,26.26,NA,4.32,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25.58,26.26,NA,9.6,193.73,1.54,883.66,396,NA,NA,393.6,0,26.4,NA,NA,0,0.91,NA,NA,NA,14.4,0,14.4,14.4,0,4.32,NA,NA,NA,NA,NA,NA,NA,187.2,NA,0.15,0.09,0.06,0.12,0.13,0.36,NA,1.76,NA,0.68,NA,NA,NA,NA,NA,0.05,NA,2.68,0.03,0,NA,1.94,0.13,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,NA,0,0,NA,NA,1.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/20,12/11/20,12/24/20,11,FALSE,FALSE
12/22/20,1,25,peanut butter,2,Tablespoon,116444,42202000,191.04,7.2,7.14,1.54,NA,NA,3.36,1.85,16.35,8.13,3.94,NA,3.23,NA,15.68,0.01,3.92,0.55,NA,0.13,54.08,180.48,1.31,137.28,0.81,0,0,0.14,4.26,4.26,0.06,0.04,0,NA,NA,32,147.17,29.09,NA,5.6,NA,1.54,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.24,5.6,NA,0,0.38,0.93,799.31,0,NA,NA,0,0,0,NA,NA,0,2.92,NA,NA,NA,27.52,0,27.52,27.52,0,0.1,NA,NA,NA,NA,NA,NA,NA,108.48,NA,0,0,0,0,0,0.01,NA,1.52,NA,0.69,NA,NA,NA,NA,NA,0.01,NA,7.91,0.18,0.01,NA,3.91,0.01,0,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.16,NA,0,0,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/20,12/11/20,12/24/20,12,FALSE,FALSE
12/22/20,1,25,almond milk,1,Cup,120825,11350000,73.2,0.93,12.79,0.49,NA,NA,11.64,9.74,2.27,1.38,0.56,NA,0.19,NA,431.88,0,0.56,0.66,NA,0.05,14.64,156.16,0.24,168.36,0.15,0,0,0,0.16,0.16,0.02,0,97.6,NA,NA,244,20.42,1.69,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,12.3,NA,0,226.14,1.88,306.27,209.84,NA,NA,209.84,0,0,NA,NA,2.44,6.59,NA,NA,NA,2.44,0,2.44,2.44,0,0,NA,NA,NA,NA,NA,NA,NA,21.96,NA,0,0,0,0,0,0.01,0,0.14,0,0.04,0,0,0,NA,NA,0.01,NA,1.32,0,0,NA,0.56,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,NA,0,0,NA,NA,0,0,0,0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/20,12/11/20,12/24/20,12,FALSE,FALSE
12/22/20,1,25,"coconut water, 100%, unsweetened",5-Jan,Cup,124955,42403010,8.64,0.11,2.04,0,0,0,1.88,0,0,0,0,0,0,NA,3.36,0,0,0.01,NA,0,2.88,79.2,0,12.48,0.01,4.75,0,0,0,0,0,0.01,0,NA,NA,48,0,0,0,2.04,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.15,2.04,NA,0,45.61,0.24,36.15,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/20,12/11/20,12/24/20,12,FALSE,FALSE
12/22/20,1,26,"chicken breast, cooked, skinless",3,Ounce-weight,114308,24120120,122.47,23.85,0,0,0,0,0,0,3.04,1.23,0.42,NA,0.73,NA,11.06,0.02,0.39,0.39,NA,0.03,21.26,241.54,19.65,278.96,0.74,0,0.23,0.27,8.19,8.19,0.11,0.07,0,0,0,85.05,27.33,6.61,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,73.14,57.65,0.52,512.41,4.25,NA,NA,4.25,0,0,NA,NA,0,0.27,NA,NA,NA,9.36,0,6.8,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,209.22,NA,0,0,0,0,0,0.02,NA,0.59,NA,0.13,NA,NA,NA,NA,NA,0.2,NA,1.02,0.01,0,NA,0.38,0.02,0,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,50.86,NA,0,0,NA,NA,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/20,12/11/20,12/24/20,12,FALSE,FALSE
12/22/20,1,26,"roll, kaiser, hard",1,Each,125044,51153000,164.08,5.54,29.51,1.29,NA,NA,0.99,0.87,2.41,0.63,0.96,NA,0.34,NA,53.2,0.05,0.91,1.84,NA,0.09,15.12,60.48,21.9,304.64,0.53,0,0,0.02,2.37,2.37,0.19,0.27,0,NA,NA,56,21.67,3.05,NA,28.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.23,28.22,NA,0,17.36,1.18,686.51,0,NA,NA,0,0,0,NA,NA,0,0.24,NA,NA,NA,53.2,44.8,84.56,8.4,0,0.34,NA,NA,NA,NA,NA,NA,NA,56,NA,0,0,0,0,0,0,0,0.27,0,0.07,0,0,0,0,0,0.02,0,0.62,0,0,0,0.91,0.05,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,32.48,0,NA,NA,2.17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/20,12/11/20,12/24/20,12,FALSE,FALSE
12/23/20,1,27,applesauce,4,Ounce-weight,159422,63101110,77.11,0.18,19.83,1.36,NA,NA,16.64,6,0.19,0.01,0.06,NA,0.03,NA,3.4,0.01,0.05,0.14,NA,0.04,3.4,85.05,0.34,2.27,0.03,1.93,0,0.03,0.08,0.08,0.02,0.02,0,NA,NA,113.4,1.73,0.31,NA,18.47,NA,1.36,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.84,18.47,NA,0,92.96,0.23,322.63,0,NA,NA,0,0,3.4,NA,NA,0,0.2,NA,NA,NA,1.13,0,1.13,1.13,2.27,0.68,NA,NA,NA,NA,NA,NA,NA,6.8,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,NA,20.41,0,NA,NA,0,0,0.46,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/20,12/11/20,12/24/20,13,FALSE,FALSE
12/23/20,1,28,"noodles, rice, chow fun, cooked",24,Ounce-weight,158405,56117090,728.02,12.11,162.41,6.8,NA,NA,0.2,0,1.36,0.18,0.16,NA,0.16,NA,27.22,0.03,0.13,0.95,NA,0.26,20.41,27.22,30.62,1700.97,1.7,0,0,0.04,0.49,0.49,0.03,0.12,0,NA,NA,680.39,12.25,1.41,NA,155.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.4,155.6,NA,0,499.27,5.24,3046.02,0,NA,NA,0,0,0,NA,NA,0,0.2,NA,NA,NA,6.8,0,6.8,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,136.08,NA,0,0,0,0,0,0,0,0.14,0,0.01,0,0,0,0,0,0,0,0.18,0,0,0,0.13,0.03,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,NA,0,0,NA,NA,9.53,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/20,12/11/20,12/24/20,13,FALSE,FALSE
12/23/20,1,28,"chicken, roasted, skinless",3,Ounce-weight,114292,24102020,140.33,23.24,0,0,0,0,0,0,4.52,1.62,0.88,NA,1.16,NA,6.8,0.05,0.78,0.67,NA,0.05,22.11,264.5,24.66,300.22,1.31,0,0.25,0.56,6.91,6.91,0.18,0.08,3.4,0,0,85.05,40.72,10.46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,97.81,56.09,1.2,587.14,6.8,NA,NA,6.8,0,0,NA,NA,0.09,0.39,NA,NA,NA,5.1,0,5.1,5.1,0,1.62,NA,NA,NA,NA,NA,NA,NA,189.66,NA,0,0,0,0.01,0,0.02,NA,0.86,NA,0.25,NA,NA,NA,NA,NA,0.23,NA,1.36,0.02,0,NA,0.72,0.03,0,NA,0.07,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,62.94,NA,0,0,NA,NA,0,0,0,0,2.98,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/20,12/11/20,12/24/20,13,FALSE,FALSE
12/23/20,1,28,"vegetables, mixed, classic, cooked",2-Jan,Cup,160048,75311020,78.62,2.57,11.73,3.98,NA,NA,2.79,0,2.48,0.87,0.78,NA,0.69,NA,23.13,0.1,0.68,0.74,NA,0.07,19.42,151.7,0.28,144.3,0.44,2.87,0,0.08,0.76,0.76,0.11,0.06,0,NA,NA,92.5,22.31,6.25,NA,7.75,NA,3.98,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.96,7.75,NA,1.85,74.83,0.89,328.97,201.65,NA,NA,9.25,866.72,1868.5,NA,NA,0,0.61,NA,NA,NA,16.65,0,16.65,16.65,0,23.22,NA,NA,NA,NA,NA,NA,NA,46.25,NA,0.03,0.02,0.01,0.02,0.02,0.06,NA,0.37,NA,0.15,NA,NA,NA,NA,NA,0.01,NA,0.85,0.01,0,NA,0.68,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.83,NA,570.72,0,NA,NA,0,0.59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/20,12/11/20,12/24/20,13,FALSE,FALSE
12/23/20,1,28,soy sauce,4,Ounce-weight,116346,41420300,60.1,9.23,5.59,0.91,NA,NA,0.45,0,0.65,0.1,0.3,NA,0.08,NA,37.42,0.03,0.27,1.64,NA,0.05,83.91,493.28,0.57,6228.96,0.99,0,0,0.17,2.49,2.49,0.19,0.04,0,NA,NA,113.4,5.82,0.75,NA,4.68,NA,0.91,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.23,4.68,NA,0,80.68,17.25,251.46,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,15.88,0,15.88,15.88,0,0,NA,NA,NA,NA,NA,NA,NA,188.24,NA,0,0,0,0,0,0,NA,0.07,NA,0.01,NA,NA,NA,NA,NA,0,NA,0.09,0,0,NA,0.27,0.03,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/20,12/11/20,12/24/20,13,FALSE,FALSE
12/24/20,1,29,"iced tea, diet, Snapple",16,Fluid ounce,129990,92309020,4.8,0,1.06,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0.02,0,67.2,0,81.6,0,0,0,0,0,0,0,0,0,NA,NA,480,0,0,0,1.06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.06,NA,0,478.66,0.29,20.08,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,158.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,29,scrambled eggs,20.5,Ounce-weight,157538,32130065,1069.34,68.11,3.95,0,0,0,2.03,0,84.62,31.98,20.47,NA,26.34,NA,308.02,1.81,18.37,9.53,NA,0.39,63.93,749.7,166.21,1522.65,6.97,0,3.89,1.09,0.37,0.37,2.36,0.17,441.69,NA,NA,581.17,761.56,237.1,NA,3.95,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.92,3.95,NA,2039.89,416.75,7.73,4474.14,1005.42,NA,NA,999.6,0,63.93,NA,NA,11.04,9.53,NA,NA,NA,191.78,0,191.78,191.78,46.49,32.55,NA,NA,NA,NA,NA,NA,NA,1075.16,NA,0.39,0.23,0.16,0.33,0.31,1.03,NA,16.92,NA,6.53,NA,NA,NA,NA,NA,1.27,NA,30.35,0.25,0,NA,17.35,1.45,0,NA,1.02,0,0.04,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276.24,NA,2725.66,0,NA,NA,0,0,0,0,10.81,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,29,"roll, kaiser, hard",1,Each,125044,51153000,164.08,5.54,29.51,1.29,NA,NA,0.99,0.87,2.41,0.63,0.96,NA,0.34,NA,53.2,0.05,0.91,1.84,NA,0.09,15.12,60.48,21.9,304.64,0.53,0,0,0.02,2.37,2.37,0.19,0.27,0,NA,NA,56,21.67,3.05,NA,28.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.23,28.22,NA,0,17.36,1.18,686.51,0,NA,NA,0,0,0,NA,NA,0,0.24,NA,NA,NA,53.2,44.8,84.56,8.4,0,0.34,NA,NA,NA,NA,NA,NA,NA,56,NA,0,0,0,0,0,0,0,0.27,0,0.07,0,0,0,0,0,0.02,0,0.62,0,0,0,0.91,0.05,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,32.48,0,NA,NA,2.17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
